Continent,Country,ISO2,Regime_B2C,opt_in_or_out_B2C,Regime_B2B,opt_in_or_out_B2B,DNC_Registry_Name,DNC_Registry_URL,DNC_API_or_Bulk,DNC_Check_Required_for_ER,Quiet_Hours_local,AI_Disclosure_Required,Recording_Basis,Existing_Relationship_Exemption,Known_Exceptions,CallerID_or_Prefix_Rules,Recent_Changes_2024plus,Last_Verified,Source_Last_Updated,Confidence,Primary_Sources,Notes_for_Product
Oceania,New Zealand,NZ,"No specific telemarketing statute; governed by overlapping laws (Privacy Act 2020) and self-regulation. Industry-run Do Not Call list for consumers. Fair Trading Act covers uninvited direct sales (5-day cooling-off written contract)",Opt-out (no express consent required by law for calls; consumers can join Marketing Associations DNC list or tell callers to stop),No special regulation for B2B telemarketing; business numbers cannot register on DNC (general consumer protections dont apply to business contacts),Opt-out (no prior consent needed to call businesses; standard practice to honor any opt-out requests),Marketing Association Do Not Call Registry,https://marketing.org.nz/do-not-call-do-not-mail,Unknown (members can bulk-check lists; no public API advertised),Depends (not legally required but good practice to honor DNC even for existing customers unless consented),Mon–Sat 8:00–21:00; avoid calling on Sundays/public holidays,Not specified (no mandate to announce AI but best practice is to disclose artificial caller),Legitimate_interest (one-party consent is allowed but Privacy Act requires transparency; advise informing caller of recording),No statutory exemption – marketers often infer consent from existing customers but must cease if customer opts out,No specific exceptions in law. Political charity and survey calls are not distinguished and rely on same voluntary opt-out principles.,Valid caller ID should be displayed (NZ Telco Code bars spoofing); no special prefix required for telemarketing.,No recent telemarketing laws. In 2023 NZ introduced a Scam Prevention Code requiring CLI authenticity. Privacy Commissioner emphasizes consent and opt-out in marketing enforcement.,2025-08-19,"NZ Marketing Association DNC service page (EN); NZ Consumer Protection guidance (EN); Fair Trading Act 1986 (uninvited sales provisions EN)","No government DNC list – consider subscribing to Marketing Association list and always allow easy opt-out. Adhere to recommended call times (not before 8am or after 9pm local). Obtain express consent when possible especially for automated calls to meet privacy expectations. Immediately stop calling if a consumer objects. Use a real NZ number as Caller ID. Recording marketing calls without notice is discouraged – play a recording disclaimer to be safe.",2021-07-01,Low
Oceania,Fiji,FJ,"No specific telemarketing or DNC legislation. Telemarketing falls under general consumer protection and telecom confidentiality obligations. No requirement for prior consent to call identified.",Opt-out (no opt-in law; consumers can request not to be called and companies should honor such requests),No dedicated B2B calling rules; B2B telemarketing is unregulated beyond normal business practice.,Opt-out (no legal constraints; businesses can be cold-called unless they object individually),None,,N/A,No (no DNC exists; an existing customer list can be called unless they opt out),Not specified (no official calling-hour restrictions found; advisable to call only during normal business hours),No (no law addressing AI callers or recordings in marketing calls),Consent (no explicit law; best practice to obtain consent before recording calls due to privacy expectations),N/A (no DNC law; having an existing relationship does not change legal obligations aside from possible implied consent to contact),No specific exceptions defined. General laws against fraud or harassment apply to all calls.,Not specified (no known caller ID requirements; advisable not to block CLI),No recent changes. Telemarketing remains loosely regulated; any forthcoming data privacy laws could eventually affect marketing practices.,2025-08-19,"Telecommunications Act 2008 (FJ) (no marketing provisions); Pacific Legal Network overview (EN)","Without clear regulations apply conservative standards: maintain an internal do-not-call list and respect customer requests. Follow hours similar to nearby markets (e.g. avoid early morning or late night calls). Ensure customer data is kept confidential per telecom rules. Treat consumer numbers as opt-out (dont call if they object). Recording marketing calls should only be done with explicit consent.",2008-07-01,Low
Oceania,Papua New Guinea,PG,No specific telemarketing laws. Telemarketing practices are subject to general consumer law (Fair Practices Act) and telecom regulations. No national DNC registry.,Opt-out (calls to consumers are allowed without prior consent; consumers can ask to be removed from call lists),No targeted B2B rules; B2B telemarketing is generally unregulated.,Opt-out (unsolicited B2B calls permitted unless the business objects),None,,N/A,No (no DNC to check; existing customers can be called unless they opt out),Not specified in law (follow reasonable calling hours to avoid nuisance),No (no requirement to disclose AI or automation on calls),Consent (PNG law does not address call recording; advisable to get consent to record),N/A (no formal rules; however ongoing customers are generally more acceptable to contact until they object),No formal exemptions; all unsolicited calls should still avoid misleading conduct (enforced by general trade practices law).,Not specified; telemarketers typically should provide a callback number (no special prefix mandated).,No known changes. PNG has no dedicated telemarketing regime and none reported in recent reforms.,2025-08-19,"National ICT Act 2009 (PG) (no marketing provisions); Pacific telecom regulatory info (EN)","No official DNC - maintain internal opt-out lists and honor customer requests promptly. Use local calling norms (avoid off-hours calls). Provide clear identification on calls and do not persist if asked to stop. Given the lack of specific law rely on general consumer protection principles (no misleading or harassing calls).",2009-01-01,Low
Oceania,Samoa,WS,No dedicated telemarketing law or DNC list. Telemarketing is governed only by general provisions (e.g. Telecommunications Act 2005 confidentiality and consumer protection laws).,Opt-out (unsolicited consumer calls allowed; consumers must opt out directly with callers to stop),No specific B2B telemarketing rules identified.,Opt-out (no prior consent required to cold-call businesses),None,,N/A,No (no registry exists; existing customer calls are permitted absent an opt-out),Not specified (no formal limitation; advisable to avoid early/late calls),No (no requirement to declare automated or AI calling),Consent (no specific rule; recommended to obtain consent if recording calls),N/A (no telemarketing law; prior relationship neither adds obligations nor exemptions beyond normal practice),No special exceptions. Standard expectations against fraudulent or harassing calls apply.,Not specified (no mandated caller ID rules; best practice is to show a working number).,None reported. Samoa is considering data privacy frameworks but no telemarketing-specific changes as of 2025.,2025-08-19,"Telecommunications Act 2005 (WS) (no marketing provisions); Office of the Regulator consumer info (EN)","Treat consumer numbers as opt-out: only call if they havent objected. Maintain courtesy calling hours. Always identify the business at call start and keep calls brief if uninterested. With no formal rules our platform should default to stricter standards used elsewhere (e.g. NZ/AU) to preempt complaints.",2005-01-01,Low
Oceania,Tonga,TO,No known telemarketing-specific regulations. General communications and consumer laws apply; no official DNC registry.,Opt-out (telemarketing calls are permitted until the consumer indicates no interest),No particular B2B telemarketing framework.,Opt-out (cold calls to businesses allowed by default),None,,N/A,No (no list to check; existing customer calls can continue unless they opt out),Not specified (follow common courtesy hours for calls),No (no law addressing AI/automated call disclosure),Consent (no explicit law; advisable to get consent to record calls),N/A (no telemarketing law; existing relationship only matters in context of normal business courtesy),No formal exceptions. Calls for purely informational or survey purposes arent distinguished in law (just not considered sales calls).,Not specified; recommended to send a valid caller number (no special prefix mandated).,No recent legislative changes on telemarketing noted.,2025-08-19,"Communications Act (Tonga) (no marketing provisions); Government consumer affairs notices (EN)","Ensure an internal DNC process – if a Tongan consumer opts out do not call again. Adhere to polite calling times (e.g. daytime on weekdays). Without regulation rely on consent and courtesy: do not auto-dial repeatedly and always provide a contact number and identity on calls.",2010-01-01,Low
Oceania,Kiribati,KI,No specific laws for telemarketing. Kiribati has no known DNC list or marketing-specific regulation; only broad consumer protection and telecom service rules apply.,Opt-out (unsolicited calls allowed; rely on consumer to opt out),No particular B2B telemarketing regulations.,Opt-out (no prohibition on cold-calling businesses),None,,N/A,No (no registry available),Not specified (recommend avoiding calls outside normal working hours),No,Consent (assumed best practice to have consent if recording),N/A,None defined.,Not specified (provide caller ID as good practice).,No recent changes; no telemarketing regime in place.,2025-08-19,No specific sources (Kiribati telecom regulations do not cover marketing),"Follow standard opt-out and disclosure practices. In absence of law treat all contacts respectfully: do not persist if consumer shows disinterest and keep records of those who opted out.",N/A,Low
Oceania,Tuvalu,TV,No telemarketing-specific legal regime. No DNC registry or explicit requirements identified.,Opt-out (telemarketing calls are generally allowed unless the individual opts out),No distinct B2B rules.,Opt-out,None,,N/A,No,Not specified,No,Consent,N/A,None,Not specified,None,2025-08-19,Telecommunications rules (Tuvalu) – no marketing provisions,"Adopt general best practices as law is silent: respect customer wishes avoid odd-hour calls and always identify the caller.",N/A,Low
Oceania,Vanuatu,VU,"No explicit telemarketing regulation. Telecom law contains privacy provisions (cannot collect or share user info without consent) but no telemarketing-specific rules or DNC list.",Opt-out (calls permissible until consumer opts out; implied consent needed if using existing customer data for new marketing due to privacy law),No B2B-specific telemarketing laws.,Opt-out,None,,N/A,"No (but if customer data was collected for one purpose separate marketing use might require consent under privacy principles)",Not specified,No,Consent (recommended due to strong privacy stance),N/A (no telemarketing law; existing relationship only matters in context of inferring consent under privacy policy),None specified.,Not specified,Vanuatu adopted a national Data Privacy Policy (2023) – pending future law – which may introduce direct marketing rules but not yet in effect.,2025-08-19,"Telecommunications & Radiocommunications Reg. Act 2009 (VU); Govt. Data Privacy Policy 2023 (EN)","Ensure explicit consent if using Vanuatu residents data for marketing to align with emerging privacy expectations. Maintain an internal opt-out list and do not call those who object. No formal call-time rules but mimic standards from other markets to avoid complaints. Monitor legal developments on privacy law.",2023-03-01,Low
Oceania,Marshall Islands,MH,No known telemarketing regulations. The Marshall Islands do not maintain a DNC registry; telemarketing governed only by general advertising and consumer protection principles.,Opt-out (unsolicited consumer calls are allowed; consumers must opt out to stop further calls),No specific B2B telemarketing provisions.,Opt-out,None,,N/A,No,Not specified,No,Consent (recommended),N/A,None explicitly,Not specified,No changes noted.,2025-08-19,No specific laws (MI) - general consumer law applies,"Default to strict opt-out practices. Provide identification on calls and immediately cease calling if requested. Use local time zones appropriately for scheduling calls.",N/A,Low
Oceania,Micronesia (Fed. States),FM,No specific telemarketing or DNC laws in FSM. Consumer contacts by phone are subject only to general fair practice standards.,Opt-out (no law requiring prior consent),No B2B-specific rules.,Opt-out,None,,N/A,No,Not specified,No,Consent,N/A,None,Not specified,None,2025-08-19,No specific sources (FSM),"Adhere to basic courtesy and opt-out protocols. Without legal constraints align practices with international standards to avoid issues.",N/A,Low
Oceania,Palau,PW,No telemarketing law or DNC list in Palau. Only general consumer protection and privacy expectations apply.,Opt-out,No specific B2B telemarketing regulation.,Opt-out,None,,N/A,No,Not specified,No,Consent,N/A,None,Not specified,None,2025-08-19,No specific laws (PW),"Follow opt-out and disclosure best practices as in other jurisdictions. Keep records of any do-not-call requests.",N/A,Low
Oceania,Nauru,NR,No telemarketing regulations. Nauru has no DNC list; only general provisions (if any) against harassment or misuse of telecommunications apply.,Opt-out,None,Opt-out,None,,N/A,No,Not specified,No,Consent,N/A,None,Not specified,None,2025-08-19,No specific laws (NR),"Maintain internal DNC and respect consumer wishes. Otherwise operate with caution and transparency given no explicit rules.",N/A,Low
Americas,Anguilla,AI,"No specific telemarketing legislation; general law offers minimal consumer protection:{index=0}.","Opt-out (No prior consent required by law; must cease calling upon consumer's request):{index=1}.","No specific B2B telemarketing regulation found.","Opt-out by default (no regulation; advisable to treat similar to B2C).","None (no national do-not-call list).",N/A,N/A,N/A,"Not specified (no legal time restrictions).","Not specified (no rule on automated or AI calls).","Consent recommended (no law; one-party recording likely legal, but best practice to inform).","No explicit exemption; must honor individual opt-outs even for customers.","None noted.","No special caller ID or prefix rules (general anti-fraud norms apply).","No recent changes; telemarketing remains largely unregulated.","2025-08-20","N/A (No official sources on telemarketing; Lex Mundi (secondary) notes no consumer framework:{index=2})","Apply basic courtesy rules; treat any Anguilla calling as opt-out (stop if consumer objects). Consider consumer quiet hours as a precaution.","N/A","Low"
Americas,Bermuda,BM,"Telemarketing to consumers is regulated under personal data laws (PIPA 2016) and telecom rules (ECA 2011):{index=3}. Consumers have the right to opt out of marketing use of their data:{index=4}.","Opt-out (Calls allowed until the consumer objects; no explicit prior consent required except for robocalls):{index=5}:{index=6}.","Similar treatment as B2C – PIPA and Electronic Transactions rules apply to personal data in B2B context:{index=7} (no special B2B exemption).","Opt-out (B2B contacts can be called unless they opt out; privacy law still applies to individual data):{index=8}.","None (no national DNC list; consumers rely on individual opt-outs):{index=9}.",N/A,N/A,N/A,"Not specified by law (no formal calling-hour limits).","Depends/Not specified (Automated calls are covered under ECA rules to minimize annoyance:{index=10}, but no specific “AI” disclosure rule).","Consent or legitimate interest with notice (Recording is processing personal data under PIPA, requiring a lawful basis; one-party consent is generally sufficient):{index=11}.","No broad exemption – having an existing relationship does not override a consumer’s opt-out right:{index=12} (implied consent may apply if customer has not objected):{index=13}.","Unsolicited investment calls are restricted (illegal to conclude an investment agreement from an unsolicited call):{index=14}. Otherwise, charities and survey calls are generally outside marketing scope.","No special prefix; caller must provide identity if asked. No number spoofing allowed (standard truth-in-caller-ID principles).","Personal Information Protection Act amendments effective 2025:{index=15}. New guidance on direct marketing issued June 2025:{index=16} (no major legislative changes otherwise).","2025-08-20","PIPA 2016 (Personal Information Protection Act):{index=17}; Electronic Communications Act 2011:{index=18}; PrivCom Telemarketing Guidance 2025:{index=19}.","Ensure an opt-out mechanism on all calls. No DNC list to scrub, but honor any request to stop. Consider mirroring typical calling hours. Automated dialers should not be used without consent. Record calls only with notice or consent.","2025-06-23","High"
Americas,Bahamas,BS,"Telemarketing is governed by consumer protection regulations (via URCA) and the Data Protection (Privacy of Personal Information) Act 2003. The Utilities Regulation & Competition Authority has rules for unsolicited calls, and individuals have a right to opt out of marketing use of their data:{index=20}.","Opt-out (No blanket opt-in requirement; consumers can register objections and must not be called if they opted out):{index=21}. Prior consent is recommended especially for robocalls:{index=22}.","No specific B2B telemarketing law. B2B calls are generally permitted unless they involve personal data of individuals (then general privacy principles apply).","Opt-out (No formal rules; good practice to honor any opt-out requests from businesses).","None (no national do-not-call registry; no official opt-out list beyond ad hoc requests).",N/A,N/A,N/A,"Not clearly specified in law (telemarketing should occur at reasonable hours; no formal statutory window).","Not specified (No specific provision about disclosing use of AI or synthesized voice; automated/prerecorded calls likely require express consent under general law).","Consent advised. The Bahamas Listening Devices Act prohibits recording private conversations and disclosing them without all parties’ consent:{index=23}. To record calls (especially for marketing), obtain consent or provide notice.","No explicit exemption. Having an existing relationship does not override an individual’s right to opt out under the Data Protection Act:{index=24}. Implied consent may be assumed for current customers, but risk-averse approach is to still obtain consent.","None specific beyond standard non-commercial call exemptions (e.g., purely survey or political calls are outside telemarketing scope).","No dedicated telemarketing prefix. Calls from Cuba typically display Cuban numbers; the government telecom (ETECSA) manages numbering.","Revised consumer protection regulations were introduced around 2013 (no major recent changes). No new telemarketing laws in 2024; pending data privacy improvements have been discussed but not enacted.","2025-08-20","Consumer Protection (URCA) consultation 2013 (telemarketing section):{index=25}; Data Protection Act 2003 (right to prohibit direct marketing):{index=26}.","No DNC list – maintain an internal opt-out list. Obtain express consent for automated calls. Adhere to typical calling hours (e.g., 8am–9pm) as a best practice. Provide identification and honor any ‘do not call’ immediately. Enforcement of rules is limited, but reputational risk remains.","2013-12-31","Low"
Africa,Central African Republic,CF,"Virtually no dedicated telemarketing laws. Electronic Communications Law 2018 governs telecom broadly:{index=27}, but there is no evidence of consumer telemarketing protections or a marketing opt-in requirement. Telemarketing, if any, is essentially unregulated aside from general nuisance or fraud laws.","Opt-out de facto (No legal opt-in mandate; calls can be made until a consumer objects, although formal mechanisms are absent). Companies should honor individual requests not to be called.","None – no specific rules for business calls beyond standard commerce regulations.","Not regulated (B2B telemarketing is not addressed by current law; allowed by default).","None.",N/A,N/A,N/A,"Not specified.","No.","No specific law (assume one-party consent is acceptable; however, lack of legal framework means caution).","Not applicable (no telemarketing restrictions to exempt from).","N/A","None specific (basic telecom norms to not spoof likely apply).","None. Telecom law 2018 is in force:{index=28}; no recent consumer protection additions.","2025-08-20","ARCEP-Centrafrique Communications Act 2018:{index=29} (no mention of telemarketing/DNC).","No compliance infrastructure. Proceed carefully: get voluntary consent where possible, limit call frequency. Consider political instability—minimal calls to this region.","2018-01-17","Low"
Africa,Republic of the Congo,CG,"Personal data legislation provides the main framework. The Republic of Congo passed a Data Protection Law in 2019, which likely requires respecting individuals’ objections to marketing. No specific telemarketing or DNC law exists outside of data privacy obligations.","Opt-out (Consumers have the right to object to direct marketing at any time. Unsolicited calls are permitted unless the consumer has opted out or withheld consent, except automated calls require consent).","No dedicated B2B telemarketing rules. Marketing to businesses is generally allowed, though if calling an individual at a business on their personal number or using their personal data, the Data Protection Law would grant those individuals opt-out rights.","Opt-out (No regulation specifically for B2B; good practice to apply consumer-like opt-out if personal data are used).","None.",N/A,N/A,N/A,"Not specified in law.","Not specifically (no known rule on automated call disclosure; general consent for automated dialing would be needed if considered data processing).","One-party consent (no known local prohibition on recording if you are a party; however, privacy law means recordings (personal data) require a legitimate basis such as consent or necessity).","Not formally defined. Implied consent for marketing may be inferred for existing customers under “legitimate interest”, but any direct marketing must stop upon objection.","None specific (no telemarketing-specific exemptions documented).","No known requirements (standard practice to show a valid number is advised).","Data Protection Authority being set up (law 2025-03 creating a commission):{index=32}; no new telemarketing law. Enforcement of marketing provisions may increase as data law is implemented.","2025-08-20","Data Protection Act 2019 (Loi 29-2019) (includes right to prevent direct marketing).","Ensure an easy opt-out on first contact. Best to obtain express consent for prospect calls given lack of clarity. Focus on compliance with data protection principles (transparency, purpose limitation).","2019-10-10","Low"
Americas,Cuba,CU,"Telemarketing as a private business practice is extremely limited in Cuba. There are no known telemarketing-specific laws or consumer opt-in regimes. Communications are tightly controlled by the state; any sales calls would require state authorization.","N/A (Consumers are not typically subject to telemarketing; any solicitation would presumably occur only with state oversight or implicit consent in a government program).","No framework for B2B telemarketing (private enterprise is heavily regulated; business calls would follow general communications rules).","N/A","None.",N/A,N/A,N/A,"Not specified by any law (calls are generally handled by ETECSA’s policies).","No.","Government surveillance exists, but legally individuals cannot record others without consent (and the government denies any legal mass monitoring program:{index=35}:{index=36}). For the platform’s purposes, assume consent is required to record calls.","Not applicable (no telemarketing regime).","N/A.","N/A.","No specific telemarketing prefix. Calls from Cuba typically display Cuban numbers; the government telecom (ETECSA) manages numbering.","Cuba adopted a Social Communication Law in 2023, but it addresses media and propaganda, not telemarketing specifically. No indication of future telemarketing provisions.","2025-08-20","Official denial of any call-recording regulation:{index=37}:{index=38} (Supreme Court statement, 2025).","Telemarketing activities in Cuba are not advised. Treat all calls as highly sensitive. If any outreach is needed, coordinate with Cuban authorities/ETECSA and assume full consent is needed from contacts.","2023-07-01","Low"
Africa,Cabo Verde,CV,"Telemarketing is subject to general data protection and consumer laws. Cabo Verde’s Data Protection Act (Law 133/V/2001) and its amendments give individuals rights over personal data use:{index=39}. Unsolicited calls are not specifically regulated by a standalone law, but direct marketing falls under data privacy oversight.","Opt-out (Consumers have an absolute right to object to direct marketing processing of their data, per data protection principles). Prior explicit consent is not legally mandated for calls, but if a person opts out or is in the “do not solicit” directory, they must not be called.","No explicit B2B telemarketing statutes. B2B calls are generally allowed; if personal data (like employee contacts) are used, the data subject’s rights under the Data Protection Act apply.","Opt-out (No official requirement for B2B consent; businesses can call unless they object or data use violates privacy principles).","None.",N/A,N/A,N/A,"Not defined in law.","Not specifically.","Likely consent or legitimate interest with notice (In absence of specific law, follow GDPR-like principles: advise the party and get consent if recording calls).","No explicit exemption. An existing relationship might imply consent for similar product calls (as in EU ‘soft opt-in’ concept), but the person can opt out at any time and that must be respected.","None specific. (Charitable/political calls would not be “commercial” and thus not restricted by marketing rules.)","No specific rules. The telecom regulator (ARME) does not mandate a telemarketing prefix; telemarketers should display a valid number.","No known recent changes. Data Protection Law was updated in 2013 to align more with international standards; no 2024+ telemarketing reforms noted.","2025-08-20","Constitution & Law No. 133/V/2001 (Data Protection – establishes right to stop direct marketing):{index=40}; National Data Protection Commission (CNPD) guidance:{index=41}.","Treat Cabo Verde like an EU jurisdiction: require an easy opt-out on calls, and ideally obtain prior permission for cold calls. Maintain an internal suppression list. No centralized list to scrub, so compliance is primarily via honoring individual rights.","2013-01-01","Low"
Americas,French Guiana,GF,"As an overseas department of France, French Guiana follows French and EU telemarketing laws. Telemarketing to consumers is tightly regulated under the French Consumer Code and GDPR. Cold calls are allowed only on an opt-out basis (Liste Bloctel) with strict time windows and upcoming shifts to opt-in:{index=42}:{index=43}.","Opt-out (Consumers not on the Bloctel list may be called, but telemarketers must scrub against Bloctel:{index=44}. Note: From 2026, France will require opt-in consent for all sectors:{index=45}).","Calls to professionals are generally not covered by Bloctel rules (the French system applies to consumer (B2C) numbers only). B2B calls remain opt-out (permitted unless the business objects).","Opt-out (No blanket prohibition on B2B telemarketing; must honor any objections or corporate TPS if applicable).","Bloctel (France’s national opt-out list):{index=46}.","https://www.bloctel.gouv.fr","Yes (Bulk list scrubbing is provided for telemarketers).","No (If an existing customer relationship exists, calls are allowed even if the number is on Bloctel – e.g., ongoing contract):{index=47}.","Yes – only Mon–Fri 10:00–13:00 and 14:00–20:00; no calls on weekends or holidays:{index=48} (France decree as of March 2023).","Yes/Depends (Automated/prerecorded calls require prior express consent and must state the caller’s identity:{index=49}. No specific rule for a live agent using AI voice, but fully automated calls are treated as robocalls requiring consent.)","Consent (French law forbids recording private conversations without consent of all parties; in practice, callers must announce recording and obtain consent):{index=50}:{index=51}.","Yes, limited. If a consumer is in an ongoing contract, telemarketing is allowed despite Bloctel:{index=52}. Also, existing clients can be solicited for similar products under soft opt-in, but they can opt out anytime.","Some sectors are exempt or prohibited: energy renovation and CPF training calls are outright banned unless solicited:{index=53}. Non-profit fundraising, surveys, and press subscriptions are exempt from Bloctel:{index=54}.","Yes – as of Jan 2023, telemarketing calls must use certain number ranges (France has reserved prefixes like 0162…0378 for marketing calls):{index=55}:{index=56}. Caller ID must not be concealed.","Very significant: Law of June 2025 prohibits unsolicited calls in specific sectors (effective July 2025) and will extend to all sectors by Aug 2026, moving France toward opt-in only:{index=57}. New hours and number prefix rules came into force in 2023.","2025-08-20","Ministry of Economy (France) – Bloctel guidance:{index=58}:{index=59}; French Consumer Code (Bloctel exceptions):{index=60}; ARCEP number plan (2023):{index=61}.","Full French compliance: must integrate Bloctel scrubbing before dialing any French Guiana numbers. Only call within permitted hours. Configure caller ID to an approved range. Starting 2026, require prior consent for essentially all cold calls – plan to switch to opt-in outreach. Recording requires verbal two-party consent on the call.","2023-03-01","High"
Europe,Gibraltar,GI,"Telemarketing is governed by privacy and electronic communications laws derived from UK/EU frameworks. Gibraltar has implemented “Gibraltar GDPR” (post-Brexit data protection) and likely follows UK’s Privacy and Electronic Communications rules. Consumers have the right to object to marketing use of their data:{index=62}, and unsolicited live marketing calls are not allowed to those who have opted out via preference services.","Opt-out (Unsolicited calls are allowed unless the consumer is on an opt-out list or has withdrawn consent:{index=63}. Automated marketing calls require prior consent:{index=64}.)","Similar to UK: Corporate numbers can register on the Corporate Telephone Preference Service. No separate Gibraltar-specific B2B law, so the UK model of allowing B2B calls with opt-out applies:{index=65}.","Opt-out (B2B recipients can be called unless listed on CTPS or they object:{index=66}).","Telephone Preference Service (TPS) and Corporate TPS:{index=67}:{index=68}.","https://www.tpsonline.org.uk","Yes (telemarketers subscribe and scrub lists via TPS system).","Yes (Being an existing customer does NOT exempt calling if the number is on TPS – explicit consent is still required):{index=69}.","Not explicitly set in law (UK/Gibraltar law requires “reasonable hours,” generally observed as 8am to 9pm local time).","Yes (Fully automated calls must have prior consent and state the caller’s identity in the recorded message):{index=70}. No special rule if a human is speaking (even if aided by AI).","Legitimate interest (Gibraltar, like UK, allows one-party consent recording. However, GDPR principles require transparency – best practice is to inform at the start of the call).","Limited. Existing customers can be called only if they are not on TPS or have specifically consented. (In UK/Gib, an EBR does *not* override TPS registration):{index=71}.","Pure service or market survey calls are not considered “direct marketing” and aren’t covered by these restrictions. Also, calls made in response to a customer’s inquiry are not unsolicited.","Yes – callers must not withhold their number. Telemarketers must display a valid caller ID number that permits a return call:{index=72}.","No Gibraltar-specific changes noted post-2021. Gibraltar’s laws mirror UK’s; the UK’s upcoming Data Reform (Data Protection and Digital Information Bill) may eventually affect telemarketing consent rules, but not in force yet.","2025-08-20","Information Commissioner (Gibraltar GDPR) guidance:{index=73}; UK ICO PECR guidance (applicable in Gibraltar):{index=74}:{index=75}.","Ensure screening against TPS/CTPS for +350 numbers. Don’t rely on “existing customer” to bypass TPS – get explicit consent if possible. Always display CLI and introduce caller/company. Provide an immediate opt-out option in every call. Treat automated dialing with extreme caution (consent required).","2018-05-25","Low"
Americas,Guadeloupe,GP,"Guadeloupe is an overseas region of France, so French telemarketing laws apply (see French Guiana). Consumer telemarketing is tightly regulated: opt-out regime via Bloctel, limited call hours, and a transition toward opt-in by 2026:{index=76}:{index=77}.","Opt-out (current system) – consumers not on Bloctel can be called, otherwise prohibited:{index=78}. After 2026, it will effectively be opt-in for all sectors:{index=79}.","Same as mainland France: B2B calls are not covered by Bloctel. B2B telemarketing is permitted unless the business has objected.","Opt-out.","Bloctel:{index=80}.","https://www.bloctel.gouv.fr","Yes.","No (Existing contractual relationships allow calls despite Bloctel listing):{index=81}.","Yes – Mon–Fri only, 10h–13h & 14h–20h; no calls Sat/Sun/holidays:{index=82}.","Yes (Prerecorded calls need consent and identification):{index=83}.","Consent required (two-party consent under French Penal Code and GDPR).","Yes (ongoing service providers can call their customers (e.g., to offer upgrades) even if on Bloctel:{index=84}, provided it's related to the existing service. Customers can still opt out from that company’s calls.)","Identical to France (journal subscriptions, surveys, non-profit calls exempt; energy renovation and CPF calls banned):{index=85}:{index=86}.","Yes – must use designated telemarketing number ranges and show caller ID:{index=87}.","Same as France: new 2023 rules on call timing and number prefixes; 2025 law moving to opt-in model by 2026:{index=88}.","2025-08-20","French Consumer Code (Bloctel):{index=89}:{index=90}; ARCEP decision on numbering (2022):{index=91}.","Fully align with France’s regime. Use Bloctel suppression for any call list. Only call during allowed hours. Use French-approved caller IDs. Prepare to implement an opt-in-only strategy ahead of 2026.","2023-03-01","High"
Africa,Equatorial Guinea,GQ,"No specific telemarketing regime is known. There is minimal consumer protection framework. No do-not-call system or marketing consent law has been identified. Any telemarketing would fall under general law (which is very limited in scope for consumer rights).","Opt-out (effectively by default; there is no framework requiring consent first). If someone were called, the only recourse is to ask the caller to stop.","None.","Not regulated (no prohibitions on B2B solicitation).","None.",N/A,N/A,N/A,"Not specified.","No.","No explicit law; one-party likely fine. (Given lack of privacy statutes, recording is unregulated, though caution is advised.)","N/A (no telemarketing rules to exempt from).","N/A.","None.","None.","2025-08-20","N/A (no official sources on telemarketing or data protection available).","Due to the absence of legal protections, any calling into Equatorial Guinea should be done with extreme caution and cultural sensitivity. Recommend only calling individuals who have explicitly requested or agreed, given the potential for misunderstanding.","N/A","Low"
